Mean,Std,Skew,Max,Min,Min-Max,Accwelch0,Accwelch1,Accwelch2,Accwelch3,Accwelch4,Accwelch5,Accwelch6,Accwelch7,Accwelch8,Accwelch9,Accwelch10,Accwelch11,Accwelch12,Accwelch13,Accwelch14,Accwelch15,Accwelch16,Accwelch17,Accwelch18,Accwelch19,Accwelch20,Accwelch21,Accwelch22,Accwelch23,Accwelch24,Accwelch25,Accwelch26,Accwelch27,Accwelch28,Accwelch29,Accwelch30,Accwelch31,Accwelch32,Accwelch33,Accwelch34,Accwelch35,Accwelch36,Accwelch37,Accwelch38,Accwelch39,Accwelch40,Accwelch41,Accwelch42,Accwelch43,Accwelch44,Accwelch45,Accwelch46,Accwelch47,Accwelch48,Accwelch49,Accwelch50,Accwelch51,Accwelch52,Accwelch53,Accwelch54,Accwelch55,Accwelch56,Accwelch57,Accwelch58,Accwelch59,Accwelch60,Accwelch61,Accwelch62,Accwelch63,Accwelch64,y
11.759605829014369,4.4272018667836,0.5769604383897206,26.48495214739872,3.4558318564420927,23.029120290956627,2.283772584291061,3.6611199932161123,23.346257948820305,19.07241649202923,212.69146618950487,594.2570175677474,120.43407875303008,198.43188648659543,115.55549366947425,78.8576151302973,133.31336888092434,26.074279891599097,58.69758446341478,31.47040821163973,62.07778503797475,78.59620366324783,35.80412116274461,73.62333019024167,28.177968440614247,65.73451460006301,52.73639656781088,66.61709489243457,152.69552574637603,36.936692705161,42.3728607311841,27.901988048434557,21.55888217632692,36.98208804489757,7.7848995105018925,6.445925045184879,5.094921051782812,10.575580199769835,13.77063778346942,3.227416627817821,2.6565638265407325,3.660900902577496,4.095300337508015,3.195785341812723,3.137153202440847,3.5542018093070253,2.424429576277109,2.0576432456434914,1.4850462300590515,1.4976244025377778,1.3570959502620357,1.2193876007934517,2.1791650629583814,1.5033022889522605,1.7827123930377569,1.4878390855058803,2.044550164096693,2.774891539410493,1.2540485490588327,1.4887498158356496,1.6074268583322737,2.4001760444965656,2.9879405225775004,1.9727644963151827,1.8369456099846302,1.5575384787220181,2.008784806212461,2.4040159309130615,2.478902782376525,1.7465860402233706,1.1607298894078972,walking
11.767334486746481,4.4466397827313155,0.5698795150254733,26.48495214739872,3.4558318564420927,23.029120290956627,1.0972799376402655,2.7247590246869673,24.553525369702445,20.05106506339793,221.96769099257997,596.7835171253066,109.43965481643889,194.77623131324728,118.14791815349783,77.96161348204141,135.19537285090772,26.33028885785288,56.00256476231499,28.988789185404126,60.839538206515634,77.30195177223004,34.790257003300034,76.56538876624582,28.273534896428576,69.26746455804063,51.19656329619129,72.39279877136835,157.74488929199856,35.43675927390179,48.01386216834269,26.451846470567688,23.83041452975171,38.15189066804785,7.631461313882637,6.646380339417915,5.1518964022979805,12.23425555063986,13.860646982149955,2.7092862931743507,2.940028380670647,3.5057924240206755,3.2140769957305144,2.5370422342114844,2.3580208593510554,3.439579331391885,2.239223110145242,2.1311168674049523,1.8249666892520078,1.6049342929570691,1.4772047989831492,1.529465562930834,2.1517179917406133,1.6459703541039128,1.824530468380413,1.4388959644976702,2.1704759701281655,2.705285582021979,1.5579937653600073,1.5828606635117535,1.7722208548513139,2.5448283567546772,3.0210943859548145,1.756320370590392,1.9904033999219943,1.4490384773167713,1.9782758602046786,2.6082756683772885,2.307976937659493,1.7698109071231551,0.9887406291598696,walking
11.772322212389742,4.4720081113902515,0.5972532665035115,26.48495214739872,3.5428538457153436,22.942098301683377,1.2881147674284215,1.8363604021671442,22.717675775735408,20.906117271348794,237.16270034281246,605.0570444995016,120.1227872082115,194.76612339625873,115.19603035680701,73.91093740055636,137.25284892719705,25.98352818665469,55.83964795129839,27.26282599657687,59.970259551045096,77.09150934635272,31.12049831567011,78.34902439007165,26.2331493618367,65.8778972657208,56.46217280978152,70.66546449833974,159.1649076492494,41.49520738274682,48.55488159621103,28.954478868949824,22.42546549939133,37.95885667288077,8.791279959847225,7.1839341768899585,4.718833030465694,10.583035800684721,14.186201093823495,3.0654750936022572,3.2721802067873966,3.2880122455242966,2.716406905101222,2.5672347527950765,2.0224875446032655,3.2926891179603635,1.966842851761132,2.229732808805899,1.9368038047857143,1.4872996599499093,1.4988114994851611,1.431131334132244,1.8803675412187224,1.5410297834023623,1.7611291267623517,1.6206239875817177,2.3871161303123714,2.783952545452079,1.5925454359796312,1.4718146635265177,2.020302732354862,2.8177057414120354,2.9567056491461297,1.3020548045922344,1.9023892753886813,1.537684299590524,2.0949270809852485,2.327209413550942,2.141408652563444,1.967279809113393,0.8712350559010982,walking
11.779121596880985,4.493658449725226,0.6000304438906934,26.48495214739872,3.4436157126485525,23.041336434750168,2.755464003845072,2.707098141443681,22.96421936953155,19.787326655551222,227.80331024693965,609.5313845863694,135.6568230254673,194.64911961014425,118.90827560383816,77.88514065944862,141.4065886702615,22.464242818045836,56.881794894864925,29.267198773313726,54.73936812600879,81.96271402830652,31.57166828197068,79.5724715509718,33.43260384642469,67.54751530266104,65.36587184728302,71.34414674260663,161.09684574874697,50.199762374255954,48.02832591995831,33.565341504536526,21.57869065650575,36.374892619560846,9.564237048826723,7.7035618468581974,4.6077934366113755,8.839166977365803,13.291443193731473,2.6184190704261314,2.5437920710134136,3.2840454111959394,2.975407611588395,2.8091487146451324,2.4666110564204535,3.3963756121659587,2.134220916564441,2.278822031268068,1.7031904046966229,1.4435872943998895,1.5833460513206563,1.2285303374951158,1.9484771147380218,1.8292915745753007,1.6696994472121556,1.7585304138341094,2.1619542416285156,2.889440396668774,1.7223266816563652,1.3084012340448195,2.0249838399771054,2.450079960806264,2.806650999163282,1.5039187606106044,1.6089387047595027,1.7879478970572233,2.0539714893312278,2.0236398810683314,2.1613227319009063,2.1803142536048634,1.0969132385732927,walking
11.776701258381612,4.519157261039009,0.6007150548466221,26.48495214739872,3.4436157126485525,23.041336434750168,1.7207034581613245,2.4329776152117923,24.27073676645538,21.209709501318002,219.72339477717765,605.1967831268097,130.5220576963859,193.80016019987963,117.38403089440007,80.89735456829246,143.93845377187466,23.710663786869226,56.12839691826099,29.64590199560347,54.950506015112126,82.05124715644307,34.487927045753956,82.43985518764157,35.16902705506177,71.06422883355133,65.76929354244933,72.24189879853408,166.55692314462266,45.91055076959536,50.7272416886326,34.11387047644146,22.582807532210307,37.391516000528135,9.730077767876322,8.514632053736223,4.771565903253481,9.401796687919818,12.978747476289854,2.9612519113815416,2.0022946059256723,2.5368004665726205,3.0335983292672553,2.827555412898744,3.187504548814579,3.917186187054081,2.4129734145545902,2.3198547396432865,1.7199438233894557,1.6131594471302155,1.6961149103475262,1.3272542308590443,2.2924476609907347,1.9678510902985242,1.850102936939452,1.691555743192907,2.1176814738343492,3.0243942743771037,1.5747810933778008,1.5146402956128295,2.0282872641099265,3.012240131125999,2.995921966847235,2.008221022569043,1.7644484524359083,1.8299730519946742,2.4771909454072185,2.2979005071957816,2.64412931052556,2.5632552990973574,1.197151751167727,walking
11.765706794579113,4.55607062154732,0.6149163704875708,26.48495214739872,3.4436157126485525,23.041336434750168,1.7748510212971387,2.5671778220918102,25.19734557500356,22.007989453740205,221.5140030774755,602.7943412344961,117.18900349616307,197.43543649843605,117.37662992301591,84.05286290951688,148.29081731253953,29.372559447158242,55.63530643546013,28.215150464070252,63.54388422485554,80.57218079975551,33.768354152465584,85.54378653599049,29.34982079534842,69.02332822944402,58.50814912128596,70.41392785800689,161.06943446791266,39.56205845889775,48.1062520017929,30.339324967274333,22.875944172580454,35.045029166774036,8.897666141425335,7.788532844512923,5.958745509555702,10.380697899202845,12.688553192189868,3.540181032628793,1.8984885275917418,2.6524797460108367,2.798369582071945,2.804626526067344,3.1107064969100873,4.1581603843830885,2.5737945400708346,2.0682592250127194,1.9847617291729232,1.5476133006667296,1.9013627771234929,1.6510788939252674,2.3581012191769943,2.1103540746668874,1.9552223783563665,1.4794381908016627,2.151463259970424,2.961077494545282,1.712256076503851,1.7541651257770208,2.431152381160787,2.836027170016108,3.2566264649151626,1.8917048712842526,1.955341466898577,1.949350546098732,2.126288350334712,2.8842311746847544,2.0407279960129223,2.4176772094949714,1.3323447991021666,walking
11.75110749642349,4.537631947452063,0.6193599130985091,26.48495214739872,3.4436157126485525,23.041336434750168,2.6553390021697956,2.773222436322779,25.380800860998956,22.32507302013052,234.5276466536354,612.0365991328493,112.56420484598974,201.00575757069035,115.0959817349284,83.10843327049758,149.52875598936473,30.818076920436006,55.260660013967026,25.31135195641292,64.7796297692486,79.52697784894437,30.05118512134806,84.14940617473658,31.32663742083867,66.35691679280521,58.742751123110885,77.17571387316634,158.54593363443806,41.58346412429011,44.03946317800796,28.267145352201883,23.537785776148713,33.20154840511934,9.20088307285451,8.515143071056448,5.216168556834162,10.056339192627515,13.00922541225704,3.2273186429093963,2.507042862169893,2.340028822000022,2.522099394119182,2.703884749296066,2.1764223251679655,4.002677311257106,2.6342815447447827,2.247358301768033,2.111461680245476,1.8201992262580216,1.8718307482791747,1.7753880431008346,2.508534831507028,1.9385013712022217,1.8136054889037276,1.5585871855903668,1.9263705709691885,2.247428854215829,1.9230637729370965,1.6494484091351453,2.102826626993695,2.540718509615314,2.8994837484278153,1.3865400817881839,1.4618963985268232,1.8505274993259995,2.166942063831781,2.3236386878467776,1.8608254596910718,2.6248270753940526,1.0575763076199751,walking
11.755959194114153,4.538045739496609,0.5959875488127289,26.48495214739872,3.4436157126485525,23.041336434750168,1.341477409638479,1.8053038782864117,25.21169569541791,20.936266246008834,236.15234483393442,618.9304200320555,119.600587130752,199.445678880716,118.1910116146398,81.8296841271972,150.08367367485337,26.336585044475807,55.872113931602726,27.430679929972374,58.406960464705165,79.8563339118203,31.26149190222272,78.23040806607666,32.90799682385121,66.72198917276926,64.97837642257875,74.930848866484,163.89060360662663,44.73238263132153,44.10541092593774,30.745394431705357,21.22244755038371,35.81096741036827,8.761240784598227,9.680762238981243,4.917674209258494,9.564473004729376,13.231842408989092,2.2396080217762626,2.460984716300063,2.0227973239334758,2.668278353207917,2.6223689705862627,2.163783046296432,3.450375634926241,2.5232149532547568,2.4357629059933346,1.9593564479039458,1.9209294852303531,1.9393863765029111,1.508856758652975,2.4927552459873126,2.160080907016327,1.5621157659484122,1.45629080072224,1.779946328275697,2.154558543293761,1.8450803671588967,1.4924998548162203,2.106722068223927,2.674157624589672,2.204472447390818,1.2556909482562528,1.1785339162643527,1.8880600116688513,2.529043951507204,2.0747800240187186,1.9119305084929576,2.32162490132357,1.101985148816648,walking
11.747635506524983,4.525189319189094,0.591930743653667,26.48495214739872,3.4436157126485525,23.041336434750168,1.5970096978995814,1.8061769577775248,25.232548055655133,22.5078897396324,233.66302884957335,623.8717223348315,133.00118120483376,203.71572816598385,121.08360224614601,83.9465768186591,149.23386181717837,24.401303322723603,56.52063313315993,29.36199997908434,56.462355314128196,83.10924076403265,28.773086820040817,75.00608717695786,30.101008243056977,63.750083284924926,64.47063341385697,72.05034003223116,163.10716272482463,43.87151237776211,45.86155632271268,30.922267080935246,24.08758945009901,36.14116727049598,10.241787508220726,11.05375545241871,6.434219126145065,10.72718913222129,13.158173496090095,2.8830712205924875,2.083452967274295,2.086317752720443,3.0374349721561344,2.3708666718286904,2.1708594927044644,3.4223737312852593,2.328763553296612,2.347260307499233,1.810691455712554,1.7395876133366002,2.144127156757915,1.881307835494754,2.7654507444191125,2.311542412399206,1.5431054196698304,1.2696489016077914,1.3656688446967424,2.367596214790532,1.8082115402130263,1.7438255543964425,2.204821842574641,2.4690783140889807,2.3971699818775156,1.332249814100312,0.9280544436118171,1.7039806476857957,2.118855934261036,1.774938849232574,1.7323271905747173,2.092106614804899,0.9932059183914506,walking
11.762574206641661,4.557782022290612,0.6103523855164159,26.790537779036836,3.4436157126485525,23.346922066388284,2.784150780582692,3.481064197584256,25.13276027233213,22.799936755554693,232.18742292380597,631.2027639157103,131.7658803622953,205.68061759288776,124.25011222911387,83.92798027464802,144.71740087017196,26.544155185025836,56.45254940874462,28.296950555851513,60.38956941866602,79.33398489168796,27.291453064299308,75.10256047478164,26.864496195676537,63.92630126996881,60.321282463272084,72.49419577274328,167.86673581036686,45.51038288886811,46.89796325051401,32.68364125133924,26.386258741618807,38.17546187848217,12.489174668565804,10.30350675206317,6.330596472690938,11.101800162916813,13.856760813767886,4.311029317375538,1.9147530218272553,2.139273307975621,3.231186418794951,2.6714691639519104,2.9014891355055936,3.782995480141952,2.3102964560546013,2.166779724645475,1.7055427380905688,1.76147853895025,2.258954866629687,1.9714932382550143,2.9922394203585094,2.4974747410878813,1.6670221174113051,1.2006849899972305,1.3450963589212601,2.273736866598136,1.8491822603346775,2.008381886818338,2.390402838223829,2.4913568108273716,2.6176563307225225,1.3611468594879557,0.968555115368778,1.7416683885671849,2.0147477571548196,1.92568447001359,1.5918554008839563,2.056054339566528,0.8395249462027222,walking
